province,organism,antibiotic,specimen,sector,year,n_tested,percent_resistant
Gauteng,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2022,384,19.9
Gauteng,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2023,106,23.4
Gauteng,Staphylococcus aureus,Ceftriaxone,Urine,Public,2022,152,19.3
Gauteng,Staphylococcus aureus,Ceftriaxone,Urine,Public,2023,450,20.3
Gauteng,Staphylococcus aureus,Ceftriaxone,Urine,Public,2024,233,21.4
Gauteng,Staphylococcus aureus,Ceftriaxone,Wound,Public,2022,152,20.0
Gauteng,Staphylococcus aureus,Ceftriaxone,Wound,Public,2023,349,22.6
Gauteng,Staphylococcus aureus,Ceftriaxone,Wound,Public,2024,95,23.0
Gauteng,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2022,444,25.1
Gauteng,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2023,429,24.8
Gauteng,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2024,207,24.6
Gauteng,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2022,175,25.3
Gauteng,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2023,347,27.9
Gauteng,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2024,378,29.4
Gauteng,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2023,319,24.8
Gauteng,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2024,396,26.1
Gauteng,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2022,115,25.4
Gauteng,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2023,344,26.0
Gauteng,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2024,450,27.1
Gauteng,Staphylococcus aureus,Meropenem,Blood,Public,2022,346,10.2
Gauteng,Staphylococcus aureus,Meropenem,Blood,Public,2024,439,11.7
Gauteng,Staphylococcus aureus,Meropenem,Respiratory,Public,2022,226,11.6
Gauteng,Staphylococcus aureus,Meropenem,Respiratory,Public,2023,376,13.0
Gauteng,Staphylococcus aureus,Meropenem,Respiratory,Public,2024,413,14.9
Gauteng,Staphylococcus aureus,Meropenem,Urine,Public,2022,69,10.6
Gauteng,Staphylococcus aureus,Meropenem,Urine,Public,2023,99,12.9
Gauteng,Staphylococcus aureus,Meropenem,Urine,Public,2024,354,15.1
Gauteng,Staphylococcus aureus,Meropenem,Wound,Public,2022,267,12.3
Gauteng,Staphylococcus aureus,Meropenem,Wound,Public,2023,273,14.1
Gauteng,Staphylococcus aureus,Meropenem,Wound,Public,2024,267,13.9
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2022,292,19.6
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2023,249,20.5
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2024,226,21.4
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2022,272,22.3
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2023,446,22.3
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2024,236,24.0
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2022,350,21.8
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2023,86,22.3
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2024,446,22.0
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2022,405,21.8
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2023,286,21.2
Gauteng,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2024,308,24.0
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Blood,Public,2022,91,25.5
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Blood,Public,2023,235,27.4
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Blood,Public,2024,103,30.0
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2022,233,28.2
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2023,86,30.1
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2024,391,31.4
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Urine,Public,2022,148,27.5
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Urine,Public,2023,422,27.1
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Urine,Public,2024,284,29.3
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Wound,Public,2022,372,28.1
KwaZulu-Natal,E. coli,Amoxicillin-clavulanate,Wound,Public,2024,258,31.3
KwaZulu-Natal,E. coli,Ceftriaxone,Blood,Public,2022,368,21.6
KwaZulu-Natal,E. coli,Ceftriaxone,Blood,Public,2023,448,22.5
KwaZulu-Natal,E. coli,Ceftriaxone,Blood,Public,2024,150,25.0
KwaZulu-Natal,E. coli,Ceftriaxone,Respiratory,Public,2022,285,24.0
KwaZulu-Natal,E. coli,Ceftriaxone,Respiratory,Public,2023,286,24.2
KwaZulu-Natal,E. coli,Ceftriaxone,Respiratory,Public,2024,200,26.9
KwaZulu-Natal,E. coli,Ceftriaxone,Urine,Public,2022,381,24.9
KwaZulu-Natal,E. coli,Ceftriaxone,Urine,Public,2023,446,24.5
KwaZulu-Natal,E. coli,Ceftriaxone,Urine,Public,2024,356,25.7
KwaZulu-Natal,E. coli,Ceftriaxone,Wound,Public,2022,349,23.9
KwaZulu-Natal,E. coli,Ceftriaxone,Wound,Public,2023,379,25.4
KwaZulu-Natal,E. coli,Ceftriaxone,Wound,Public,2024,381,25.5
KwaZulu-Natal,E. coli,Ciprofloxacin,Blood,Public,2022,114,26.3
KwaZulu-Natal,E. coli,Ciprofloxacin,Blood,Public,2023,361,27.7
KwaZulu-Natal,E. coli,Ciprofloxacin,Blood,Public,2024,100,29.2
KwaZulu-Natal,E. coli,Ciprofloxacin,Respiratory,Public,2022,390,29.1
KwaZulu-Natal,E. coli,Ciprofloxacin,Respiratory,Public,2023,180,31.5
KwaZulu-Natal,E. coli,Ciprofloxacin,Respiratory,Public,2024,191,30.3
KwaZulu-Natal,E. coli,Ciprofloxacin,Urine,Public,2022,218,28.2
KwaZulu-Natal,E. coli,Ciprofloxacin,Urine,Public,2023,173,30.3
KwaZulu-Natal,E. coli,Ciprofloxacin,Urine,Public,2024,146,30.0
KwaZulu-Natal,E. coli,Ciprofloxacin,Wound,Public,2022,384,27.7
KwaZulu-Natal,E. coli,Ciprofloxacin,Wound,Public,2023,321,28.9
KwaZulu-Natal,E. coli,Ciprofloxacin,Wound,Public,2024,238,30.1
KwaZulu-Natal,E. coli,Meropenem,Blood,Public,2022,228,14.0
KwaZulu-Natal,E. coli,Meropenem,Blood,Public,2024,189,16.2
KwaZulu-Natal,E. coli,Meropenem,Respiratory,Public,2022,260,17.1
KwaZulu-Natal,E. coli,Meropenem,Respiratory,Public,2023,422,16.4
KwaZulu-Natal,E. coli,Meropenem,Urine,Public,2022,396,16.2
KwaZulu-Natal,E. coli,Meropenem,Urine,Public,2023,368,17.9
KwaZulu-Natal,E. coli,Meropenem,Urine,Public,2024,230,18.6
KwaZulu-Natal,E. coli,Meropenem,Wound,Public,2022,399,14.8
KwaZulu-Natal,E. coli,Meropenem,Wound,Public,2024,395,17.4
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Blood,Public,2022,240,23.8
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Blood,Public,2023,218,24.5
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Blood,Public,2024,79,25.4
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Respiratory,Public,2022,352,26.7
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Respiratory,Public,2023,224,27.0
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Respiratory,Public,2024,316,27.8
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Urine,Public,2023,106,24.2
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Urine,Public,2024,319,26.9
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Wound,Public,2022,357,24.7
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Wound,Public,2023,438,26.2
KwaZulu-Natal,E. coli,Piperacillin-tazobactam,Wound,Public,2024,290,28.2
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2022,112,34.7
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2023,324,36.2
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Blood,Public,2024,205,37.6
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2022,317,35.2
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2023,257,37.1
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Respiratory,Public,2024,251,40.0
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2022,142,34.3
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2023,322,35.8
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Urine,Public,2024,283,36.5
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2022,173,34.8
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2023,238,38.0
KwaZulu-Natal,Klebsiella pneumoniae,Amoxicillin-clavulanate,Wound,Public,2024,272,39.3
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2022,336,30.5
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2023,329,32.5
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Blood,Public,2024,232,31.1
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2022,406,32.3
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2023,287,34.2
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Respiratory,Public,2024,445,34.9
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2023,252,31.4
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Urine,Public,2024,152,32.5
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2022,379,33.0
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2023,144,33.9
KwaZulu-Natal,Klebsiella pneumoniae,Ceftriaxone,Wound,Public,2024,82,34.7
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2022,389,35.7
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2023,125,37.4
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Blood,Public,2024,438,38.0
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2022,130,36.6
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Respiratory,Public,2023,211,37.5
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2022,329,38.0
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2023,403,36.3
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Urine,Public,2024,245,38.3
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2022,218,35.6
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2023,169,37.1
KwaZulu-Natal,Klebsiella pneumoniae,Ciprofloxacin,Wound,Public,2024,308,38.5
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Blood,Public,2022,223,21.7
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Blood,Public,2023,425,24.8
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Blood,Public,2024,134,25.0
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2022,136,23.8
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2023,432,25.7
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Respiratory,Public,2024,276,26.8
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Urine,Public,2022,206,22.4
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Urine,Public,2023,301,25.8
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Urine,Public,2024,131,26.1
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Wound,Public,2022,300,24.8
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Wound,Public,2023,62,24.9
KwaZulu-Natal,Klebsiella pneumoniae,Meropenem,Wound,Public,2024,69,27.2
KwaZulu-Natal,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2023,182,31.7
KwaZulu-Natal,Klebsiella pneumoniae,Piperacillin-tazobactam,Blood,Public,2024,300,32.9
KwaZulu-Natal,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2022,130,34.4
KwaZulu-Natal,Klebsiella pneumoniae,Piperacillin-tazobactam,Respiratory,Public,2023,86,35.6
KwaZulu-Natal,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2022,159,33.7
KwaZulu-Natal,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2023,352,33.1
KwaZulu-Natal,Klebsiella pneumoniae,Piperacillin-tazobactam,Urine,Public,2024,296,36.0
KwaZulu-Natal,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2022,255,33.8
KwaZulu-Natal,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2023,274,34.0
KwaZulu-Natal,Klebsiella pneumoniae,Piperacillin-tazobactam,Wound,Public,2024,162,36.4
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2022,338,32.2
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Blood,Public,2023,78,33.4
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2022,314,34.5
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2023,325,35.1
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Respiratory,Public,2024,102,35.8
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2022,84,32.9
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2023,229,35.6
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Urine,Public,2024,248,34.8
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2022,264,33.8
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2023,257,35.7
KwaZulu-Natal,Pseudomonas aeruginosa,Amoxicillin-clavulanate,Wound,Public,2024,155,35.5
KwaZulu-Natal,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2022,103,29.0
KwaZulu-Natal,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2023,244,29.6
KwaZulu-Natal,Pseudomonas aeruginosa,Ceftriaxone,Blood,Public,2024,329,29.2
KwaZulu-Natal,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2022,435,30.1
KwaZulu-Natal,Pseudomonas aeruginosa,Ceftriaxone,Respiratory,Public,2023,113,32.0
KwaZulu-Natal,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2022,319,29.7
KwaZulu-Natal,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2023,259,30.7
KwaZulu-Natal,Pseudomonas aeruginosa,Ceftriaxone,Urine,Public,2024,82,32.6
KwaZulu-Natal,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2022,251,30.4
KwaZulu-Natal,Pseudomonas aeruginosa,Ceftriaxone,Wound,Public,2023,68,30.3
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2022,207,32.4
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2023,122,33.7
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Blood,Public,2024,274,34.2
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2022,60,34.9
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2023,183,36.9
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Respiratory,Public,2024,155,37.7
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2022,378,34.9
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2023,116,35.4
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Urine,Public,2024,315,37.5
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2022,68,35.3
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2023,354,36.4
KwaZulu-Natal,Pseudomonas aeruginosa,Ciprofloxacin,Wound,Public,2024,133,36.2
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Blood,Public,2022,100,21.2
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Blood,Public,2023,152,21.3
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Blood,Public,2024,224,22.7
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2022,282,22.9
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2023,89,22.8
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Respiratory,Public,2024,386,23.2
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Urine,Public,2022,227,20.3
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Urine,Public,2023,216,23.0
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Urine,Public,2024,427,23.4
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Wound,Public,2022,413,21.8
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Wound,Public,2023,288,22.9
KwaZulu-Natal,Pseudomonas aeruginosa,Meropenem,Wound,Public,2024,240,22.6
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2022,128,30.3
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2023,339,29.2
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Blood,Public,2024,389,31.0
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2022,162,30.2
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2023,221,33.7
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Respiratory,Public,2024,323,34.8
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2022,410,29.5
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2023,416,31.4
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Urine,Public,2024,153,32.5
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2023,294,32.7
KwaZulu-Natal,Pseudomonas aeruginosa,Piperacillin-tazobactam,Wound,Public,2024,163,31.6
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2022,312,21.7
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2023,343,22.1
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Blood,Public,2024,299,24.7
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2022,222,23.2
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2023,290,25.9
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Respiratory,Public,2024,324,26.4
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2022,342,24.4
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2023,104,23.4
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Urine,Public,2024,263,24.2
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2022,428,25.5
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2023,270,25.0
KwaZulu-Natal,Staphylococcus aureus,Amoxicillin-clavulanate,Wound,Public,2024,354,26.8
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Blood,Public,2022,130,17.2
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Blood,Public,2023,263,19.6
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Blood,Public,2024,202,20.0
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2022,206,22.0
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2023,311,22.1
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Respiratory,Public,2024,129,21.6
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Urine,Public,2022,118,18.8
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Urine,Public,2023,155,19.1
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Urine,Public,2024,258,21.5
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Wound,Public,2022,120,21.3
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Wound,Public,2023,193,20.3
KwaZulu-Natal,Staphylococcus aureus,Ceftriaxone,Wound,Public,2024,169,22.6
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2022,322,23.2
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2023,407,25.4
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Blood,Public,2024,75,24.5
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2022,407,25.8
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2023,249,26.4
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Respiratory,Public,2024,450,27.1
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2022,371,23.4
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2023,284,26.1
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Urine,Public,2024,94,25.1
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2022,390,24.2
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2023,256,25.6
KwaZulu-Natal,Staphylococcus aureus,Ciprofloxacin,Wound,Public,2024,76,28.4
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Blood,Public,2022,342,10.1
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Blood,Public,2023,153,11.9
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Blood,Public,2024,126,13.3
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Respiratory,Public,2022,385,11.8
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Respiratory,Public,2023,200,14.9
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Respiratory,Public,2024,215,13.4
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Urine,Public,2022,88,11.3
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Urine,Public,2023,325,13.5
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Urine,Public,2024,144,12.5
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Wound,Public,2022,423,11.0
KwaZulu-Natal,Staphylococcus aureus,Meropenem,Wound,Public,2024,100,15.2
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2022,291,20.6
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2023,425,19.5
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Blood,Public,2024,104,21.4
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2022,245,21.9
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2023,122,22.5
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Respiratory,Public,2024,131,25.0
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2022,223,21.5
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2023,423,22.0
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Urine,Public,2024,337,21.2
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2022,213,20.4
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2023,424,23.1
KwaZulu-Natal,Staphylococcus aureus,Piperacillin-tazobactam,Wound,Public,2024,418,23.6
Limpopo,E. coli,Amoxicillin-clavulanate,Blood,Public,2022,183,24.6
Limpopo,E. coli,Amoxicillin-clavulanate,Blood,Public,2023,240,24.8
Limpopo,E. coli,Amoxicillin-clavulanate,Blood,Public,2024,204,25.3
Limpopo,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2022,347,25.3
Limpopo,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2023,343,26.8
Limpopo,E. coli,Amoxicillin-clavulanate,Respiratory,Public,2024,257,28.1
Limpopo,E. coli,Amoxicillin-clavulanate,Urine,Public,2022,394,25.7
Limpopo,E. coli,Amoxicillin-clavulanate,Urine,Public,2023,206,27.2
Limpopo,E. coli,Amoxicillin-clavulanate,Urine,Public,2024,115,27.8
Limpopo,E. coli,Amoxicillin-clavulanate,Wound,Public,2022,195,26.0
Limpopo,E. coli,Amoxicillin-clavulanate,Wound,Public,2023,266,27.9
Limpopo,E. coli,Amoxicillin-clavulanate,Wound,Public,2024,265,27.8
Limpopo,E. coli,Ceftriaxone,Blood,Public,2023,292,21.4
Limpopo,E. coli,Ceftriaxone,Blood,Public,2024,90,21.4
Limpopo,E. coli,Ceftriaxone,Respiratory,Public,2022,323,23.5
Limpopo,E. coli,Ceftriaxone,Respiratory,Public,2023,223,23.9
Limpopo,E. coli,Ceftriaxone,Respiratory,Public,2024,122,23.9
Limpopo,E. coli,Ceftriaxone,Urine,Public,2023,164,22.6
Limpopo,E. coli,Ceftriaxone,Urine,Public,2024,133,23.2
Limpopo,E. coli,Ceftriaxone,Wound,Public,2022,427,21.6
Limpopo,E. coli,Ceftriaxone,Wound,Public,2023,236,22.6
Limpopo,E. coli,Ceftriaxone,Wound,Public,2024,126,25.6
Limpopo,E. coli,Ciprofloxacin,Blood,Public,2023,397,26.7
Limpopo,E. coli,Ciprofloxacin,Blood,Public,2024,232,30.4
Limpopo,E. coli,Ciprofloxacin,Respiratory,Public,2022,381,26.3
Limpopo,E. coli,Ciprofloxacin,Respiratory,Public,2023,388,28.8
Limpopo,E. coli,Ciprofloxacin,Respiratory,Public,2024,307,31.1
Limpopo,E. coli,Ciprofloxacin,Urine,Public,2022,348,27.7
Limpopo,E. coli,Ciprofloxacin,Urine,Public,2023,74,26.3
